STEVE COLEMAN AND FIVE ELEMENTS: THE TAO OF MAD PHAT: FRINGE ZONES;1993;RCA/NOVUS;Steve Coleman, Andy Milne, David Gilmore, Reggie Washington, Roy Hargrove, Josh Roseman, Kenny Davis, Junior �Gabu� Wedderburn
EBERHARD WEBER: THE COLOURS OF CHLO�;1973;ECM;Eberhard Weber, Rainer Bruninghaus, Ack van Rooyen, Peter Giger, Ralf H�bner
JOHN SURMAN: TALES OF THE ALGONQUIN;1971;DERAM;John Surman, John Warren, Mike Osborne, Alan Skidmore, Kenny Wheeler, Harry Beckett, John Taylor, Barre Phillips, Harry Miller, Alan Jackson, Stu Martin
OLIVER NELSON: THE BLUES AND THE ABSTRACT TRUTH;1961;IMPULSE!;Oliver Nelson, Freddie Hubbard, Eric Dolphy, George Barrow, Bill Evans, Paul Chambers, Roy Haynes
BETTY CARTER: THE AUDIENCE WITH BETTY CARTER;1979;BETCAR;Betty Carter, John Hicks, Curtis Lundy, Kenny Washington
ART TATUM: THE GENIUS OF ART TATUM NO.1;1953;CLEF 1953;Art Tatum
CHARLES LLOYD: DREAM WEAVER;1966;ATLANTIC;Charles Lloyd, Keith Jarrett, Cecil McBee, Jack DeJohnette
OSCAR PETERSON: NIGHT TRAIN;1962;VERVE;Oscar Peterson, Ray Brown, Ed Thigpen
HERBIE HANCOCK: THE NEW STANDARD;1996;VERVE;Herbie Hancock, Michael Brecker, John Scofield, Dave Holland, Jack DeJohnette, Don Alias
ROLAND KIRK: RIP, RIG & PANIC;1965;LIMELIGHT;Roland Kirk, Jaki Byard, Richard Davis, Elvin Jones
THELONIOUS MONK: THE GENIUS OF MODERN MUSIC, VOL. 1;1947;BLUE NOTE;Thelonious Monk, Idrees Sulieman, George Taitt, Danny Quebec West, Sahib Shihab, Billy Smith, Gene Ramey, Bob Paige, Art Blakey
WAYNE SHORTER: SPEAK NO EVIL;1964;BLUE NOTE;Wayne Shorter, Freddie Hubbard, Herbie Hancock, Ron Carter, Elvin Jones
DOLLAR BRAND (ABDULLAH IBRAHIM): AFRICAN MARKETPLACE;1980;ELEKTRA/MUSICIAN;Dollar Brand, Gary Chandler, Malindi Blyth Mbityana, Craig Harris, Carlos Ward, Jeff Jaywarrah King, Dwayne Armstrong, Kenny Rogers, Lawrence Lucie, Cecil McBee, Miguel Pomier, Andre Strobert
STAN TRACEY: JAZZ SUITE INSPIRED BY DYLAN THOMAS� UNDER MILK WOOD;1965;EMI/COLUMBIA;Stan Tracey, Bobby Wellins, Jeff Clyne, Jackie Dougan
ESBJ�RN SVENSSON TRIO: FROM GAGARIN�S POINT OF VIEW;1999;ACT;Esbj�rn Svensson, Dan Berglund, Magnus �str�m
JOHN HANDY: LIVE AT MONTEREY JAZZ FESTIVAL;1965;COLUMBIA;John Handy, Mike White, Jerry Hahn, Don Thompson, Terry Clarke
GIL EVANS: THE INDIVIDUALISM OF GIL EVANS;1964;VERVE;Gil Evans, Johnny Coles, Ernie Royal, Thad Jones, Bernie Glow, Frank Rehak, Jimmy Cleveland, Julius Watkins, Bob Northern, Bill Barber, Steve Lacy, Eric Dolphy, Wayne Shorter, Garvin Bushell, Jerome Richardson, Kenny Burrell, Milt Hinton, Paul Chambers, Gary Peacock, Ron Carter, Elvin Jones
GERRY MULLIGAN: GERRY MULLIGAN QUARTET;1952;PACIFIC JAZZ;Gerry Milligan, Chet Baker, Bobby Whitlock, Chico Hamilton
BRAD MEHLDAU: ART OF THE TRIO VOL.3;1998;WARNER;Brad Mehldau, Larry Grenadier, Jorge Rossy
ARCHIE SHEPP: FOUR FOR TRANE;1964;IMPULSE!;Archie Shepp, Alan Shorter, Roswell Rudd, John Tchicai, Reggie Workman, Charles Moffett
COUNT BASIE: THE ATOMIC MR BASIE;1957;ROULETTE;Count Basie, Thad Jones, Joe Newman, Wendell Culley, Snooky Young, Benny Powell, Henry Coker, Al Grey, Marshall Royal, Frank Wess, Frank Foster, Eddie �Lockjaw� Davis, Charlie Fowlkes, Freddie Green, Eddie Jones, Sonny Payne, Neal Hefti
MILES DAVIS: BIRTH OF THE COOL;1950;CAPITOL;Miles Davis, Lee Konitz, Gerry Mulligan, JJ Johnson, Kai Winding, Junior Collins, Gunther Schuller, Sandy Siegelstein, Billy Barber, John Barber, Nelson Boyd, Joe Shulman, Al McKibbon, Al Haig, John Lewis, Kenny Clarke,  Max Roach, Gil Evans, Johnny Carisi, Kenny Hagood
PETER BR�TZMANN OCTET: MACHINE GUN;1968;FMP;Peter Br�tzmann, Evan Parker, Willem Breuker, Fred Van Hove, Peter Kowald, Buschi Niebergall, Han Bennink, Sven Johansson
COLEMAN HAWKINS: BODY AND SOUL;1956;RCA BLUEBIRD;Coleman Hawkins
CLIFFORD BROWN/MAX ROACH QUINTET: CLIFFORD BROWN AND MAX ROACH;1954;EMARCY;Clifford Brown, Harold Land, Richie Powell, George Morrow, Max Roach
HORACE SILVER: SONG FOR MY FATHER;1964;BLUE NOTE;Horace Silver, Blue Mitchell, Carmell Jones, Junior Cook, Joe Henderson, Gene Taylor, Teddy Smith, Roy Brooks, Roger Humphries
ART ENSEMBLE OF CHICAGO: A JACKSON IN YOUR HOUSE;1969;BYG/ACTUEL;Lester Bowie, Roscoe Mitchell, Joseph Jarman, Malachi Favors
JOHN COLTRANE: ASCENSION;1965;IMPULSE!;John Coltrane, Freddie Hubbard, Dewey Johnson, John Tchicai, Marion Brown, Archie Shepp, Pharoah Sanders, McCoy Tyner, Jimmy Garrison, Elvin Jones
LESTER YOUNG: LESTER YOUNG/BUDDY RICH TRIO;1946;VERVE;Lester Young, Nat King Cole, Buddy Rich
PHAROAH SANDERS: KARMA;1969;IMPULSE!;Pharoah Sanders, Leon Thomas, James Spaulding, Julius Watkins, Lonnie Liston Smith, Richard Davis, Reggie Workman, Ron Carter, Freddie Waits, William Hart, Nathaniel Betis
JOHN MCLAUGHLIN: EXTRAPOLATION;1969;MARMALADE;John McLaughlin, John Surman, Brian Odges, Tony Oxley
JOHN ZORN: NAKED CITY;1989;ELEKTRA/NONESUCH;John Zorn, Bill Frisell, Wayne Horvitz, Fred Frith, Joey Baron
LENNIE TRISTANO: TRISTANO;1955;ATLANTIC;Lennie Tristano, Lee Konitz, Peter Ind, Gene Ramey, Jeff Morton, Art Taylor
DIZZY GILLESPIE: SHAW �NUFF;1946;MUSICRAFT;Dizzy Gillespie, Charlie Parker, Sonny Stitt, Dexter Gordon, Clyde Hart, John Lewis, Frank Paparelli, Milt Jackson, Chuck Wayne, Ray Brown, Curly Russell, Slam Stewart, Sid Catlett, Kenny Clarke, Cozy Cole, Shelly Manne, Sarah Vaughan
SUN RA: THE HELIOCENTRIC WORLDS OF SUN RA VOLUME 1;1965;ESP-DISK;Sun Ra, Chris Capers, Teddy Nance, Bernard Pettaway, Danny Davis, Marshall Allen, Robert Cummings, John Gilmore, Pat Patrick, Ronnie Boykins, Jimhmi Johnson
SONNY ROLLINS: THE BRIDGE;1962;RCA VICTOR;Sonny Rollins, Jim Hall, Bob Cranshaw, Ben Riley, Harry Saunders
ANDREW HILL: POINT OF DEPARTURE;1964;BLUE NOTE;Andrew Hill, Kenny Dorham, Eric Dolphy, Joe Henderson, Richard Davis, Tony Williams
JOHN COLTRANE: IMPRESSIONS;1963;IMPULSE!;John Coltrane, Eric Dolphy, McCoy Tyner, Reggie Workman, Art Davis, Jimmy Garrison, Elvin Jones
GEORGE RUSSELL: THE JAZZ WORKSHOP;1956;RCA VICTOR;George Russell, Art Farmer, Hal McKusick, Barry Galbraith, Bill Evans, Milt Hinton, Teddy Kotick, Joe Harris, Paul Motian, Osie Johnson
MILES DAVIS: SKETCHES OF SPAIN;1960;COLUMBIA;Miles Davis, Gil Evans
STAN GETZ: FOCUS;1961;VERVE;Stan Getz, Roy Haynes, Hershey Kay
CHICK COREA: RETURN TO FOREVER;1972;ECM;Chick Corea, Joe Farrell, Stanley Clarke, Airto Moreira, Flora Purim
BILLIE HOLIDAY: AT JATP;1947;CLEF/VERVE;Billie Holiday, Howard McGhee, Buck Clayton, Trummy Young, Willie Smith, Illinois Jacquet, Wardell Gray, Coleman Hawkins, Lester Young, Milt Raskin, Ken Kersey, Tommy Tucker, Charles Mingus, Al McKibbon, J.C. Heard, Jackie Mills
TONY WILLIAMS LIFETIME: EMERGENCY!;1969;POLYDOR;Tony Williams, Larry Young, John McLaughlin
CANNONBALL ADDERLEY: SOMETHIN� ELSE;1959;BLUE NOTE;Cannonball Adderley, Miles Davis, Hank Jones, Sam Jones, Art Blakey
CHARLES MINGUS: THE BLACK SAINT AND THE SINNER LADY;1963;IMPULSE!;Rolf Ericson, Richard Williams, Quentin Jackson, Don Butterfield, Jerome Richardson, Dick Hafer, Charlie Mariano, Jaki Byard, Jay Berliner, Charles Mingus, Dannie Richmond
ELLA FITZGERALD: SINGS THE COLE PORTER SONGBOOK;1956;VERVE;Ella Fitzgerald
DUKE ELLINGTON: ELLINGTON AT NEWPORT;1956;COLUMBIA;Duke Ellington, Willie Cook, Ray Nance, Clark Terry, Cat Anderson, Britt Woodman, Quentin Jackson, John Sanders, Johnny Hodges, Russell Procope, Jimmy Hamilton, Paul Gonsalves, Harry Carney, Jimmy Woode, Sam Woodyard
WOODY HERMAN: THE THUNDERING HERDS;1945;COLUMBIA;Woody Herman, Sonny Berman, Pete Candoli, Conte Candoli, Shorty Rogers, Conrad Gozzo, Ernie Royal, Bill Harris, Sam Marowitz, John LaPorta, Flip Phillips, Pete Mondello, Herbie Steward, Stan Getz, Zoot Sims, Serge Chaloff, Margie Hyams, Red Norvo, Ralph Burns, Jimmy Rowles, Billy Bauer, Chuck Wayne, Chubby Jackson, Dave Tough, Don Lamond
JAN GARBAREK: AFRIC PEPPERBIRD;1970;ECM;Jan Garbarek, Terje Rypdal, Arild Andersen, Jon Christensen
JIMMY SMITH: A NEW SOUND, A NEW STAR;1956;BLUE NOTE;Jimmy Smith, Thornel Schwartz, Bay Perry, Donald Bailey
PAT METHENY: BRIGHT SIZE LIFE;1975;ECM;Pat Metheny, Jaco Pastorius, Bob Moses
STAN GETZ/JOAO GILBERTO: GETZ/GILBERTO;1963;VERVE;Stan Getz, Joao Gilberto, Antonio Carlos Jobim, Tommy Williams, Milton Banana, Astrud Gilberto
HERBIE HANCOCK: MAIDEN VOYAGE;1965;BLUE NOTE;Freddie Hubbard, George Coleman, Herbie Hancock, Ron Carter, Tony Williams
ART BLAKEY: MOANIN�;1958;BLUE NOTE;Art Blakey, Lee Morgan, Benny Golson, Bobby Timmons, Jymie Merritt
CECIL TAYLOR: AT THE CAF� MONTMARTRE;1962;DEBUT;Cecil Taylor, Jimmy Lyons, Sunny Murray
BUD POWELL: THE GENIUS OF BUD POWELL;1950;CLEF/VERVE;Bud Powell, Ray Brown, Buddy Rich
MODERN JAZZ QUARTET: FONTESSA;1956;ATLANTIC;John Lewis, Milt Jackson, Percy Heath, Connie Kay
WES MONTGOMERY: THE INCREDIBLE JAZZ GUITAR OF WES MONTGOMERY;1960;RIVERSIDE;Wes Montgomery, Tommy Flanagan, Percy Heath, Albert Heath
FRANK SINATRA: SONGS FOR SWINGIN� LOVERS;1956;CAPITOL;Frank Sinatra, Nelson Riddle
JELLY ROLL MORTON: VOLUME 1;1928;JSP;Jelly Morton, George Mitchell, Edward Kid Ory, Omer Simeon, Barney Bigard, Darnell Howard, Johnny Dodds, Stump Evans, Johnny St Cyr, John Lindsay, Andrew Hilaire, Baby Dodds
AHMAD JAMAL: BUT NOT FOR ME - AT THE PERSHING;1958;ARGO;Ahmad Jamal, Israel Crosby, Vernel Fournier
WEATHER REPORT: HEAVY WEATHER;1976;COLUMBIA;Joe Zawinul, Wayne Shorter, Jaco Pastorius, Alex Acu�a, Manolo Badrena
ORNETTE COLEMAN: FREE JAZZ;1960;ATLANTIC;Ornette Coleman, Freddie Hubbard, Don Cherry, Eric Dolphy, Scott LaFaro, Charlie Haden, Ed Blackwell, Billy Higgins
DAVE BRUBECK: TIME OUT;1959;COLUMBIA;Dave Brubeck, Paul Desmond, Eugene Wright, Joe Morello
HERBIE HANCOCK: HEAD HUNTERS;1973;COLUMBIA;Herbie Hancock, Bennie Maupin, Paul Jackson, Harvey Mason, Bill Summers
ALBERT AYLER TRIO: SPIRITUAL UNITY;1964;ESP-DISK;Albert Ayler, Gary Peacock, Sunny Murray
MAHAVISHNU ORCHESTRA: INNER MOUNTING FLAME;1972;COLUMBIA;John McLaughlin, Jerry Goodman, Jan Hammer, Rick Laird, Billy Cobham
DUKE ELLINGTON: THE BLANTON-WEBSTER BAND;1942;RCA BLUEBIRD;Duke Ellington, Wallace Jones, Cootie Williams, Ray Nance, Rex Stewart, Joe Nanton, Lawrence Brown, Juan Tizol, Barney Bigard, Johnny Hodges, Otto Hardwick, Ben Webster, Harry Carney, Fred Guy, Billy Strayhorn, Jimmy Blanton, Sonny Greer, Ivie Anderson, Herb Jeffries
LOUIS ARMSTRONG: COMPLETE HOT FIVES AND SEVENS;1930;COLUMBIA;Louis Armstrong, Honore Dutrey, Edward Kid Ory, J.C. Higginbotham, Jack Teagarden, Johnny Dodds, Don Redman, Jimmie Noone, Barney Bigard, Happy Caldwell, Lonnie Johnson, Johnny St Cyr, Lil Hardin, Earl Hines, Baby Dodds, Zutty Singleton
ERIC DOLPHY: OUT TO LUNCH;1964;BLUE NOTE;Eric Dolphy, Freddie Hubbard, Bobby Hutcherson, Richard Davis, Tony Williams
JOHN COLTRANE: GIANT STEPS;1959;ATLANTIC;John Coltrane, Tommy Flanagan, Cedar Walton, Wynton Kelly, Paul Chambers, Lex Humphries, Art Taylor, Jimmy Cobb
KEITH JARRETT: THE K�LN CONCERT;1975;ECM;Keith Jarrett
MILES DAVIS: BITCHES BREW;1969;COLUMBIA;Miles Davis, Wayne Shorter, Bennie Maupin, Joe Zawinul, Chick Corea, John McLaughlin, Dave Holland, Harvey Brooks, Lenny White, Jack DeJohnette, Don Alias, Jumma Santos
CHARLIE PARKER: BIRD: THE COMPLETE ORIGINAL MASTER TAKES. THE SAVOY RECORDINGS;1948;SAVOY JAZZ;Charlie Parker, Miles Davis, Dizzy Gillespie, Argonne Thornton, Clyde Hart, Bud Powell, John Lewis, Duke Jordan, Tiny Grimes, Curley Russell, Tommy Potter, Harold West, Max Roach
CHARLES MINGUS: MINGUS AH UM;1959;COLUMBIA;Charles Mingus, Jimmy Knepper, Willie Dennis, John Handy, Shafi Hadi, Booker Ervin, Horace Parlan, Dannie Richmond
THELONIOUS MONK: BRILLIANT CORNERS;1956;RIVERSIDE;Thelonious Monk, Ernie Henry, Sonny Rollins, Oscar Pettiford, Paul Chambers, Max Roach, Clark Terry
SONNY ROLLINS: SAXOPHONE COLOSSUS;1956;PRESTIGE;Sonny Rollins, Tommy Flanagan, Doug Watkins, Max Roach
BILL EVANS TRIO: SUNDAY AT THE VILLAGE VANGUARD;1961;RIVERSIDE;Bill Evans, Scott LaFaro, Paul Motian
ORNETTE COLEMAN: THE SHAPE OF JAZZ TO COME;1959;ATLANTIC;Ornette Coleman, Don Cherry, Charlie Haden, Billy Higgins
JOHN COLTRANE: A LOVE SUPREME;1964;IMPULSE!;John Coltrane, McCoy Tyner, Jimmy Garrison, Elvin Jones
MILES DAVIS: KING OF BLUE;1959;COLUMBIA;Miles Davis, John Coltrane, Cannonball Adderley, Wynton Kelly, Bill Evans, Paul Chambers, Jimmy Cobb
AT THE UNITY THEATRE;1975;INCUS;Evan Parker, Paul Lytton
INCISION;1980;FMP;Evan Parker, Barry Guy
IMAGINARY VALUES;1994;MAYA;Evan Parker, Barry Guy, Paul Lytton
THE DROPPER;2000;BLUE NOTES;John Medeski, Billy Martin, Chris Wood, Marshall Allen, Marc Ribot, Eddie Bobe, Paula Potocki, Charlie Burnham, Joan Wasser, Jane Scarpantoni
UNINVISIBLE;2002;BLUE NOTES;John Medeski, Billy Martin, Chris Wood, Eddie Bob�, Jordan McLean Todd Simon, Danny Blume, Brad Roberts, Scotty Hard
THE REDWOOD SESSION;1996;CIMP;Evan Parker, Barry Guy, Paul Lytton, Joe McPhee
THE TAO OF MAD PHAT;1993;NOVUS;Steve Coleman, Andy Milne, David Gilmore, Reggie Washington, Gene Lake, Roy Hargrove, Josh Roseman, Matt Garrison, Kenny Davis, Junior Wedderburn
BLUE LIGHT 'TIL DAWN;1993;BLUE NOTE;Cassandra Wilson, Olu Dara, Don Byron, Charlie Burham, Brandon Ross, Tony Cedras, Gib Wharton, Chris Whitley, Kenny Davis, Lonnie Plaxico, Lance Carter, Cyro Baptista, Kevin Johnson
ON THE RISING OF THE 64 PATHS;2002;LABEL BLEU;Steve Coleman, Malik Mezzadri, Anthony Tidd, Sean Rickman, Reggie Washington
IN OUR LIFETIME;1995;NEW WORLD;Dave Douglas, Josh Roseman, Chris Speed, Uri Caine, James Genus, Joey Baron, Marty Ehrlich
TOGETHER ALONE;1974;DELMARK;Anthony Braxton, Joseph Jarman
EARTH PASSAGE - DENSITY;1981;BLACK SAINT;Joseph Jarman, Craig Harris, Rafael Garrett, Famoudou Don Moye
WEAVING SYMBOLICS;2006;LABEL BLEU;Steve Coleman, Malik Mezzadri, Johnathan Finlayson, Tim Albright, Jen Shyu, Nelson Veras, Jason Moran, Anthony Tidd, Reggie Washington, Eric Revis, Sarah Murica, Marcus Gilmore, Jeff Watts
JOURNEY TO THE URGE WITHIN;1986;VERVE;Courtney Pine, Kevin Robinson, Ray Carless, Orphy Robinson, Julian Joseph, Roy Carter, Martin Taylor, Gary Crosby, Mark Mondesir, Susaye Greene, Cleveland Watkiss
THE BETTY CARTER ALBUM;1976;BET-CAR;Betty Carter, Danny Mixon, Onaje Allan Gumbs, Louis Hayes, Chip Lyle
WHATEVER HAPPENED TO LOVE;1982;BET-CAR;Betty Carter, Khalid Moss, Curtis Lundy, Lewis Nash
ESOTERIC CIRCLE;1969;FLYING DUTCHMAN;Jan Garbarek, Terje Rypdal, Arild Andersen, Jon Christensen
BELONGING;1974;ECM;Keith Jarrett, Jan Garbarek, Palle Danielsson, Jon Christensen
SOLSTICE;1975;ECM;Jan Garbarek, Raph Towner, Eberhard Weber, Jon Christensen
IN PLENO;1964;MEGAFON;Rune Gustafsson, Georg Riedel, Egil Johansen, Rupert Clemendore, Jan Johansson
THE ESSENCE OF GEORGE RUSSEL;1971;SONET, BLACK SAINT;George Russell, Jan Garbarek, Jon Christensen, Jan Allan, Erik Nilsson, Rune Gustafsson, Stanton Davis, Arild Anderson, Terje Rypdal, Lars Samuelsson, Arne Dornerus, Claes Rosendahl, Lennart Aberg, Olle Lind, Berndt Egerbladh, Georg Riedel, Egil Johansen, Sabu Martinez, Georg Vernon, Runo Ericksson, Christer Boustedt, Bernt Rosengren
VISIONS;1978;STEEPLECHASE RECORDS;Sun Ra, Walt Dickerson
GREEN CHIMNEYS;1989;URBAN;Cleveland Watkiss, Paul Hunt, Simon Woolf, Brian Abrahals, Clifford Jarvis, Martin France, Ashley Alexander, Jason Rebello, Simon Purcel, James Joseph, Courtney Pine, Steve Williamson, Jean Toussaint, Paul Edmons
VISITATION;1985;SACKVILLE;Joe McPhee, Bill Smith, David Prentice, David Lee, Richerd Barnard
PORGY AND BESS;1958;VERVE;Ella Fitzgerald, Louis Armstrong
ELLA � NICE;1982;PABLO RECORDS;Ella Fitzgerald, Tommy Flanagan, Frank DeLaRosa, Ed Thigpen
ELLA AND LOUIS;1956;VERVE;Ella Fitzgerald, Louis Armstrong, Ray Brown, Herb Ellis, Oscar Peterson, Buddy Rich
WHO IS IT ?;1998;CANDID;Ingrid Laubrock, Davide Mantovani, Ife Tolentino, Kim Burton, Helder Pack
AT THE PERSHING : BUT NOT FOR ME;1958;ARGO;Ahmad Jamal, Israel Crosby, Vernel Fournier
DOWN HOME;1962;RIVERSIDE;Sam Jones, Les Spann, Snooky Yound, Jimmy Cleveland, Frank Strozier, Jimmy Heath, Pat Patrick, Wynton Kelly, Ron Carter, Vernel Fournier
UNDERGROUND;1997;VERVE;Courtney Pine, Cyrus Chestnut, Reginald Veal, Jeff Watts, DJ Pogo, Jhelisa, Nicholas Payton, Mark Whitfield
THE GREAT SUMMIT : THE MASTER TAKES;1961;ROULETTE/BLUE NOTES;Duke Ellington, Louis Armstrong, Barney Bigard, Danny Barcelona, Mort Herbert, Trummy Young
THE ELLINGTON SUITES;1976;PABLO;Duke Ellington, Russell Procope, Harry Carney, Cat Anderson, Shorty Baker, Ray Nance, Clark Terry, Quentin Jackson, Britt Woodman, Sohn Sanders, Jimmy Hamilton, Johnny Hodges, Paul Gonsalves, Jimmy Woode, Eddie Preston, Jimmy Johnson, Mercer Ellington, Money Johnson, Cootie Williams, Johnny Coles, Booty Wood, Norris Turney, Harold Minerve, Harold Ashby, Joe Benjamin, Rufus Jones, Vince Prudente, Malcom Taylor, Chuck Connors
JOHN MAYER'S INDO JAZZ FUSIONS - ETUDES / RADHA KRISHNA ;2008;FIRST HAND RECORDS;Coleridge Goode, Tony Coe, John Marshall, Ian Hmer, Chris Taylor, Nicolette Bernard, Tristen Fry, Pat Smythe, Ian Jones, Neil Coton, Clem Alford, Diwan Motihar, Viram Jasani, Keshav Sathen, Austin Miskell, John Mayer
INSIDE BETTY CARTER;1964;UNITED ARTISTS;Betty Carter, Harold Mabern, Bob Cranshaw, Roy McCurdy, Kenny Burrell
CONSENTING ADULTS;2000;CRISS CROSS JAZZ;Larry Grenadier, Mark Turner, Peter Bernstein, Leon Parker
RAY BROWN, MONTY ALEXANDER, RUSSELL MALONE;2002;TELARC;Ray Brown, Russell Malone, Monty Alexander
SWEET GEORGIA PEACH;1998;IMPULSE!;Ron Carter, Lewis Nash, Russell Malone, Steve Kroon, Kenny Barron
DHARMA DAYS;2001;WARNER BROS.;Reid Andreson, Nasheet Waits, Kurt Rosenwinkel, Matt Pierson, James Farber, Mark Turner
POLAR BEAR;2008;TIN ANGLE/THE LEAF LABEL;Pete Wareham, Mark Lockheart, Sebastian Rochford, Tom Herbert, Leafcutter John, Julia Biel, Ben Davis, Amanda Drummond, Brian Edwards, Ingrid Laubrock
UNION;2012;CLEAN FEED;Kris Davis, Ingrid Laubrock, Tyshawn Sorey
SLEEPTHIEF;2008;INTAKT;Ingrid Laubrock, Liam Noble, Tom Rainey
DUOPOLY;2016;PYROCLASTIC RECORDS;Kris Davis, Tim Berne, Spottswood Erving, Bon Byron, Billy Drummond, Marcus Gilmore, Bill Frisell, Angelica Sanchez, Craig Taborn
CREVULATIONS;2005;PSI;Neil Ferber, Stan Tracey, Evan Parker, Kathleen Jones
COMME D'HABITUDE;1998;JAZZIZIT RECORDS;Andrew Cleyndert, Clark Tracey, Stan Tracey, Bobby Wellins
TANDEM : LIVE AT THE BRACKNELL FESTIVAL;1977;OGUN;Mike Osborne, Stan Tracey
CHICO HAMILTON QUINTET IN HI-FI;1980;LIBERTY;Buddy Collette, Carson Smith, Ferd Katz, Chico Hamilton, Jim Hall, Sleepy Stein
GOING EAST !;1959;WARNER BROS.;Chico Hamilton, Eric Dolphy, Nathan Gershman, Dennis Budimir, Wyatt Ruther
DREAMS COME TRUE;2008;JOYOUS SHOUT!;Chico Hamilton, Andrew Hill
COSTUMES ARE MANDATORY;2013;HIGHNOTE RECORDS;Lee Konitz, Larry Grenadier, Jorge Rossy, Ethan Iverson, Lee Konitz
NEXT TO YOU;2005;�MOUVANCE;Daunik Lazro, Joe McPhee, Claude Tchamitchian, Raymond Boni
JAZZ IN STUDIO NICE;1982;BLUEBELL OF SWEDEN;Erik Nilsson, Sture Nordin, Rune Carlsson, Jan Olsson, Nils Lindberg, Bernt Rosengren, Markku Johansson
MILES BY FIVE;2007;TOUCH� MUSIC;Palle Danielsson, Magnus �str�m, Bobo Stenson, Joakim Milder, Ulf Ad�ker
LIVE IN CONCERT;1972;COLUMBIA;Gerry Milligan, Dave Brubeck
VOL.3 - THE METROPOLITAN OPERA HOUSE JAM SESSION;1971;PALM30;Louis Armstrong, Roy Eldridge, Jack Teagarden, Barney Bigard, Benny Goodman, Coleman Hawkins, Red Norvo, Art Tatum, Jess Stacy, Teddy Wilson, Al Casey, Oscar Pettiford, Sid Weiss, Sidney Catlett, Morey Feld, Billie Holiday, Mildred Bailey
THE PROPHET SPEAKS;date;label;Van Morrison
LET'S BE FRANK;date;label;Trisha Yearwood
MY WAY;date;label;Willie Nelson
BLUE WORLD;date;label;John Coltrane
BOTH DIRECTIONS AT ONCE: THE LOST ALBUM;date;label;John Coltrane
IT'S THE HOLIDAY SEASON;date;label;Martina McBride
TRUE LOVE: A CELEBRATION OF COLE PORTER;date;label;Harry Connick, Jr.
